Year,Region,Students,School,Gender
2003,경남,56568,중학교,여성
2004,경남,58756,중학교,여성
2005,경남,61341,중학교,여성
2006,경남,63901,중학교,여성
2007,경남,63790,중학교,여성
2008,경남,63491,중학교,여성
2009,경남,63268,중학교,여성
2010,경남,63274,중학교,여성
2011,경남,61994,중학교,여성
2012,경남,60558,중학교,여성
2013,경남,58802,중학교,여성
2014,경남,55777,중학교,여성
2015,경남,51069,중학교,여성
2016,경남,46794,중학교,여성
2017,경남,44201,중학교,여성
2018,경남,42995,중학교,여성
2019,경남,42249,중학교,여성
2020,경남,43834,중학교,여성
2021,경남,45637,중학교,여성
2022,경남,45978,중학교,여성
2023,경남,45075,중학교,여성
2024,경남,45394,중학교,여성
1999,제주,10252,중학교,여성
2000,제주,9848,중학교,여성
2001,제주,9584,중학교,여성
2002,제주,9631,중학교,여성
2003,제주,9873,중학교,여성
2004,제주,10657,중학교,여성
2005,제주,11411,중학교,여성
2006,제주,12123,중학교,여성
2007,제주,12197,중학교,여성
2008,제주,12255,중학교,여성
2009,제주,12078,중학교,여성
2010,제주,11975,중학교,여성
2011,제주,11687,중학교,여성
2012,제주,11457,중학교,여성
2013,제주,11490,중학교,여성
2014,제주,11180,중학교,여성
2015,제주,10425,중학교,여성
2016,제주,9663,중학교,여성
2017,제주,9209,중학교,여성
2018,제주,9115,중학교,여성
2019,제주,8963,중학교,여성
2020,제주,9329,중학교,여성
2021,제주,9675,중학교,여성
2022,제주,9751,중학교,여성
2023,제주,9619,중학교,여성
2024,제주,9715,중학교,여성
2000,전국,2071468,고등학교,전체
2001,전국,1911173,고등학교,전체
2002,전국,1795509,고등학교,전체
2003,전국,1766529,고등학교,전체
2004,전국,1746560,고등학교,전체
2005,전국,1762896,고등학교,전체
2006,전국,1775857,고등학교,전체
2007,전국,1841374,고등학교,전체
2008,전국,1906978,고등학교,전체
2009,전국,1965792,고등학교,전체
2010,전국,1962356,고등학교,전체
2011,전국,1943798,고등학교,전체
2012,전국,1920087,고등학교,전체
2013,전국,1893303,고등학교,전체
2014,전국,1839372,고등학교,전체
2015,전국,1788266,고등학교,전체
2016,전국,1752457,고등학교,전체
2017,전국,1669699,고등학교,전체
2018,전국,1538576,고등학교,전체
2019,전국,1411027,고등학교,전체
2020,전국,1337312,고등학교,전체
2021,전국,1299965,고등학교,전체
2022,전국,1262348,고등학교,전체
2023,전국,1278269,고등학교,전체
2024,전국,1304325,고등학교,전체
1999,서울,503096,고등학교,전체
2000,서울,453068,고등학교,전체
2001,서울,410341,고등학교,전체
2002,서울,378168,고등학교,전체
2003,서울,366556,고등학교,전체
2004,서울,356157,고등학교,전체
2005,서울,353023,고등학교,전체
2006,서울,349154,고등학교,전체
2007,서울,355193,고등학교,전체
2008,서울,361942,고등학교,전체
2009,서울,368075,고등학교,전체
2010,서울,362466,고등학교,전체
2011,서울,353632,고등학교,전체
2012,서울,344391,고등학교,전체
2013,서울,334123,고등학교,전체
2014,서울,320398,고등학교,전체
2015,서울,308306,고등학교,전체
2016,서울,299556,고등학교,전체
2017,서울,282968,고등학교,전체
2018,서울,259554,고등학교,전체
2019,서울,236689,고등학교,전체
2020,서울,224316,고등학교,전체
2021,서울,216319,고등학교,전체
2022,서울,207388,고등학교,전체
2023,서울,205784,고등학교,전체
2024,서울,207311,고등학교,전체
1999,부산,198384,고등학교,전체
2000,부산,177255,고등학교,전체
2001,부산,159488,고등학교,전체
2002,부산,146617,고등학교,전체
2003,부산,140932,고등학교,전체
2004,부산,137315,고등학교,전체
2005,부산,136641,고등학교,전체
2006,부산,134807,고등학교,전체
2007,부산,137276,고등학교,전체
2008,부산,139134,고등학교,전체
2009,부산,140623,고등학교,전체
2010,부산,136665,고등학교,전체
2011,부산,131894,고등학교,전체
2012,부산,126984,고등학교,전체
2013,부산,122060,고등학교,전체
2014,부산,115580,고등학교,전체
2015,부산,109773,고등학교,전체
2016,부산,105793,고등학교,전체
2017,부산,99662,고등학교,전체
2018,부산,90667,고등학교,전체
2019,부산,82132,고등학교,전체
2020,부산,76573,고등학교,전체
2021,부산,73499,고등학교,전체
2022,부산,70161,고등학교,전체
2023,부산,70424,고등학교,전체
2024,부산,71440,고등학교,전체
1999,대구,129974,고등학교,전체
2000,대구,118167,고등학교,전체
2001,대구,107827,고등학교,전체
2002,대구,101125,고등학교,전체
2003,대구,100375,고등학교,전체
2004,대구,99865,고등학교,전체
2005,대구,101793,고등학교,전체
2006,대구,102098,고등학교,전체
2007,대구,105396,고등학교,전체
2008,대구,107627,고등학교,전체
2009,대구,110245,고등학교,전체
2010,대구,109300,고등학교,전체
2011,대구,108190,고등학교,전체
2012,대구,105968,고등학교,전체
2013,대구,103666,고등학교,전체
2014,대구,98916,고등학교,전체
2015,대구,95199,고등학교,전체
2016,대구,91904,고등학교,전체
2017,대구,86664,고등학교,전체
2018,대구,78245,고등학교,전체
2019,대구,70945,고등학교,전체
2020,대구,65807,고등학교,전체
2021,대구,63074,고등학교,전체
2022,대구,59373,고등학교,전체
2023,대구,59576,고등학교,전체
2024,대구,60083,고등학교,전체
1999,인천,114024,고등학교,전체
2000,인천,108187,고등학교,전체
2001,인천,103690,고등학교,전체
2002,인천,99275,고등학교,전체
2003,인천,99033,고등학교,전체
2004,인천,98410,고등학교,전체
2005,인천,99762,고등학교,전체
2006,인천,101888,고등학교,전체
2007,인천,106501,고등학교,전체
2008,인천,111480,고등학교,전체
2009,인천,114382,고등학교,전체
2010,인천,113247,고등학교,전체
2011,인천,110409,고등학교,전체
2012,인천,107592,고등학교,전체
2013,인천,105310,고등학교,전체
2014,인천,101513,고등학교,전체
2015,인천,98764,고등학교,전체
2016,인천,96539,고등학교,전체
2017,인천,92195,고등학교,전체
2018,인천,84916,고등학교,전체
2019,인천,78401,고등학교,전체
2020,인천,74886,고등학교,전체
2021,인천,73573,고등학교,전체
2022,인천,71760,고등학교,전체
2023,인천,73603,고등학교,전체
2024,인천,75486,고등학교,전체
1999,광주,75348,고등학교,전체
2000,광주,68727,고등학교,전체
2001,광주,62735,고등학교,전체
2002,광주,58443,고등학교,전체
2003,광주,57508,고등학교,전체
2004,광주,56967,고등학교,전체
2005,광주,58055,고등학교,전체
2006,광주,58984,고등학교,전체
2007,광주,61746,고등학교,전체
2008,광주,64359,고등학교,전체
2009,광주,67089,고등학교,전체
2010,광주,67750,고등학교,전체
2011,광주,68049,고등학교,전체
2012,광주,67576,고등학교,전체
2013,광주,67374,고등학교,전체
2014,광주,65636,고등학교,전체
2015,광주,63937,고등학교,전체
2016,광주,62357,고등학교,전체
2017,광주,58976,고등학교,전체
2018,광주,53891,고등학교,전체
2019,광주,49048,고등학교,전체
2020,광주,45612,고등학교,전체
2021,광주,43694,고등학교,전체
2022,광주,41693,고등학교,전체
2023,광주,41952,고등학교,전체
2024,광주,42189,고등학교,전체
1999,대전,71694,고등학교,전체
2000,대전,66432,고등학교,전체
2001,대전,61636,고등학교,전체
2002,대전,58804,고등학교,전체
2003,대전,57989,고등학교,전체
2004,대전,57617,고등학교,전체
2005,대전,58205,고등학교,전체
2006,대전,58618,고등학교,전체
2007,대전,60828,고등학교,전체
2008,대전,63038,고등학교,전체
2009,대전,64931,고등학교,전체
2010,대전,64794,고등학교,전체
2011,대전,64132,고등학교,전체
2012,대전,63496,고등학교,전체
2013,대전,62812,고등학교,전체
2014,대전,61009,고등학교,전체
2015,대전,58598,고등학교,전체
2016,대전,57087,고등학교,전체
2017,대전,53770,고등학교,전체
2018,대전,49332,고등학교,전체
2019,대전,44895,고등학교,전체
2020,대전,42488,고등학교,전체
2021,대전,40840,고등학교,전체
2022,대전,39153,고등학교,전체
2023,대전,39014,고등학교,전체
2024,대전,39339,고등학교,전체
1999,울산,49724,고등학교,전체
2000,울산,47065,고등학교,전체
2001,울산,44808,고등학교,전체
2002,울산,42700,고등학교,전체
2003,울산,42836,고등학교,전체
2004,울산,43116,고등학교,전체
2005,울산,44864,고등학교,전체
2006,울산,45843,고등학교,전체
2007,울산,48604,고등학교,전체
2008,울산,50725,고등학교,전체
2009,울산,52664,고등학교,전체
2010,울산,52424,고등학교,전체
2011,울산,51943,고등학교,전체
2012,울산,50964,고등학교,전체
2013,울산,49863,고등학교,전체
2014,울산,47877,고등학교,전체
2015,울산,46140,고등학교,전체
2016,울산,44558,고등학교,전체
2017,울산,41930,고등학교,전체
2018,울산,37687,고등학교,전체
2019,울산,33866,고등학교,전체
2020,울산,31391,고등학교,전체
2021,울산,30535,고등학교,전체
2022,울산,29557,고등학교,전체
2023,울산,30343,고등학교,전체
2024,울산,31251,고등학교,전체
2013,세종,3528,고등학교,전체
2014,세종,3871,고등학교,전체
2015,세종,5112,고등학교,전체
2016,세종,6463,고등학교,전체
2017,세종,7639,고등학교,전체
2018,세종,8574,고등학교,전체
2019,세종,9475,고등학교,전체
2020,세종,10246,고등학교,전체
2021,세종,10818,고등학교,전체
2022,세종,11484,고등학교,전체
2023,세종,12444,고등학교,전체
2024,세종,13774,고등학교,전체
1999,경기,351722,고등학교,전체
2000,경기,341998,고등학교,전체
2001,경기,334121,고등학교,전체
2002,경기,329606,고등학교,전체
2003,경기,340105,고등학교,전체
2004,경기,352116,고등학교,전체
2005,경기,369764,고등학교,전체
2006,경기,385461,고등학교,전체
2007,경기,411732,고등학교,전체
2008,경기,436635,고등학교,전체
2009,경기,456897,고등학교,전체
2010,경기,461461,고등학교,전체
2011,경기,462456,고등학교,전체
2012,경기,462490,고등학교,전체
2013,경기,460580,고등학교,전체
2014,경기,452698,고등학교,전체
2015,경기,444554,고등학교,전체
2016,경기,440319,고등학교,전체
2017,경기,422839,고등학교,전체
2018,경기,393008,고등학교,전체
2019,경기,364168,고등학교,전체
2020,경기,350199,고등학교,전체
2021,경기,345024,고등학교,전체
2022,경기,340895,고등학교,전체
2023,경기,349119,고등학교,전체
2024,경기,360516,고등학교,전체
1999,강원,76224,고등학교,전체
2000,강원,69185,고등학교,전체
2001,강원,63029,고등학교,전체
2002,강원,58679,고등학교,전체
2003,강원,56692,고등학교,전체
2004,강원,55002,고등학교,전체
2005,강원,54352,고등학교,전체
2006,강원,53749,고등학교,전체
2007,강원,54504,고등학교,전체
2008,강원,55496,고등학교,전체
2009,강원,56683,고등학교,전체
2010,강원,56711,고등학교,전체
2011,강원,56520,고등학교,전체
2012,강원,56519,고등학교,전체
2013,강원,56601,고등학교,전체
2014,강원,55974,고등학교,전체
2015,강원,54836,고등학교,전체
2016,강원,53516,고등학교,전체
2017,강원,50599,고등학교,전체
2018,강원,46727,고등학교,전체
2019,강원,42570,고등학교,전체
2020,강원,39806,고등학교,전체
2021,강원,38374,고등학교,전체
2022,강원,36821,고등학교,전체
2023,강원,36808,고등학교,전체
2024,강원,36675,고등학교,전체
1999,충북,70997,고등학교,전체
2000,충북,65887,고등학교,전체
2001,충북,61119,고등학교,전체
2002,충북,58025,고등학교,전체
2003,충북,56694,고등학교,전체
2004,충북,55247,고등학교,전체
2005,충북,54497,고등학교,전체
2006,충북,54438,고등학교,전체
2007,충북,56073,고등학교,전체
2008,충북,58398,고등학교,전체
2009,충북,60598,고등학교,전체
2010,충북,60897,고등학교,전체
2011,충북,60674,고등학교,전체
2012,충북,60067,고등학교,전체
2013,충북,58950,고등학교,전체
2014,충북,57924,고등학교,전체
2015,충북,56227,고등학교,전체
2016,충북,54937,고등학교,전체
2017,충북,52306,고등학교,전체
2018,충북,48369,고등학교,전체
2019,충북,44053,고등학교,전체
2020,충북,41549,고등학교,전체
2021,충북,40246,고등학교,전체
2022,충북,39112,고등학교,전체
2023,충북,39580,고등학교,전체
2024,충북,40338,고등학교,전체
1999,충남,93093,고등학교,전체
